kind,role,element,fingerprint,segments,styles,example_files
PERFORMANCE,ACC4,Break,821e4a1733acac33,9,9,"[""Factory Styles/50's  Fox.mid"",""Factory Styles/ClassicSchlager2.mid"",""Factory Styles/Funky Sisters.mid"",""Factory Styles/Irish Fox.mid"",""Factory Styles/Italian Polka 3.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Pop Shuffle 1.mid"",""Factory Styles/SchlagerShuffle1.mid""]"
RHYTHM,DRUM,Variation 4,56fc38eac7c10cbd,26,8,"[""Factory Styles/60's Dance.mid"",""Factory Styles/Country Beat 2.mid"",""Factory Styles/Country Pop.mid"",""Factory Styles/Modern Country.mid"",""Factory Styles/Modern Latin.mid"",""Factory Styles/Moonlight Ballad.mid"",""Factory Styles/Oriental Ballad.mid"",""Factory Styles/Party Polka.mid""]"
RHYTHM,DRUM,Variation 1,56fc38eac7c10cbd,22,8,"[""Factory Styles/60's Dance.mid"",""Factory Styles/Country Beat 2.mid"",""Factory Styles/Country Pop.mid"",""Factory Styles/Fast Pop.mid"",""Factory Styles/Modern Country.mid"",""Factory Styles/Moonlight Ballad.mid"",""Factory Styles/Party Polka.mid"",""Factory Styles/Pop Ballad.mid""]"
RHYTHM,BASS,Variation 4,4b12f5a377bdecba,18,8,"[""Factory Styles/Big Band 40's.mid"",""Factory Styles/Big Band Fox.mid"",""Factory Styles/Bluegrass.mid"",""Factory Styles/Foxtrot 2.mid"",""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Jive.mid"",""Factory Styles/Movie Swing.mid"",""Factory Styles/Orchestral Tango.mid""]"
PERFORMANCE,ACC5,Variation 4,29b68bc28cd76881,14,8,"[""Factory Styles/70's Disco 2.mid"",""Factory Styles/Analog Beat 1.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Jazzy PopFunk.mid"",""Factory Styles/Little Shuffle.mid"",""Factory Styles/Pop Funk 1.mid"",""Factory Styles/Pop Shuffle 3.mid"",""Factory Styles/Soft Ballad.mid""]"
PERFORMANCE,ACC5,Variation 4,91cbcfd0604660a0,14,8,"[""Factory Styles/Argentina Tango.mid"",""Factory Styles/Dance Fever.mid"",""Factory Styles/Easy Ballad.mid"",""Factory Styles/Fashion Funk.mid"",""Factory Styles/Fox Shuffle 1.mid"",""Factory Styles/Funky Ballad.mid"",""Factory Styles/Guitar Beat.mid"",""Factory Styles/Unplugged 8 Bt.mid""]"
RHYTHM,ACC4,Fill 2,6a8c4430fcf8b414,12,8,"[""Factory Styles/Analog Ballad 2.mid"",""Factory Styles/Medium BigBand1.mid"",""Factory Styles/Movie Swing.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Slow Fox.mid"",""Factory Styles/Tap Dance.mid"",""Factory Styles/Unplugged Gtr 3.mid"",""Factory Styles/UnpluggedBallad2.mid""]"
RHYTHM,ACC5,Variation 3,e5882406e029f464,11,8,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Analog Ballad 2.mid"",""Factory Styles/Modern Beat.mid"",""Factory Styles/Philly Disco.mid"",""Factory Styles/Pop Chart 2.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Real 16 Beat.mid"",""Factory Styles/Smooth Jazz.mid""]"
RHYTHM,ACC5,Variation 4,e5882406e029f464,11,8,"[""Factory Styles/Analog Ballad 2.mid"",""Factory Styles/Oriental Dance.mid"",""Factory Styles/Philly Disco.mid"",""Factory Styles/Pop Chart 2.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Real 16 Beat.mid"",""Factory Styles/Slow Latin Pop.mid"",""Factory Styles/Soft 16 Beat.mid""]"
RHYTHM,BASS,Fill 1,cba2fdf5c5772adc,11,8,"[""Factory Styles/Black Funk.mid"",""Factory Styles/Country Beat 1.mid"",""Factory Styles/Fox Shuffle 1.mid"",""Factory Styles/Groove Ballad.mid"",""Factory Styles/Meditando.mid"",""Factory Styles/Medium BigBand2.mid"",""Factory Styles/Schlager 2.mid"",""Factory Styles/Twist.mid""]"
PERFORMANCE,ACC4,Break,b079cd60f97a92cc,11,8,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Country Beat 2.mid"",""Factory Styles/Fashion Funk.mid"",""Factory Styles/House Garage.mid"",""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid"",""Factory Styles/SchlagerShuffle2.mid"",""Factory Styles/Soul.mid""]"
PERFORMANCE,ACC4,Variation 4,827cbe89d728ef3e,11,8,"[""Factory Styles/Analog Beat 2.mid"",""Factory Styles/Black Funk.mid"",""Factory Styles/Club House.mid"",""Factory Styles/Groove Ballad.mid"",""Factory Styles/Groove Funk.mid"",""Factory Styles/Kool Funk.mid"",""Factory Styles/Slow Band.mid"",""Factory Styles/Unplugged Latin.mid""]"
PERFORMANCE,ACC3,Break,91cbcfd0604660a0,10,8,"[""Factory Styles/Dance Mix.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/German Waltz 3.mid"",""Factory Styles/Medium Schlager.mid"",""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid"",""Factory Styles/SchlagerShuffle2.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
RHYTHM,ACC5,Variation 1,e5882406e029f464,9,8,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Analog Ballad 2.mid"",""Factory Styles/Easy Beat 1.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Philly Disco.mid"",""Factory Styles/Pop Chart 2.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Pop Hit Ballad.mid""]"
RHYTHM,BASS,Break,45fadff766869711,9,8,"[""Factory Styles/Al Swing.mid"",""Factory Styles/Bavarian Pop.mid"",""Factory Styles/Country Ballad 1.mid"",""Factory Styles/Dance Fever.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/Fox Schlager.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Slow HipHop.mid""]"
RHYTHM,ACC1,Break,6696778b003652da,9,8,"[""Factory Styles/French Waltz.mid"",""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/German Waltz 3.mid"",""Factory Styles/Musette Waltz.mid"",""Factory Styles/Slow Waltz 1.mid"",""Factory Styles/Unplugged 3_4.mid"",""Factory Styles/Waltz Ballad.mid""]"
PERFORMANCE,ACC2,Break,cf40a5513b7006af,9,8,"[""Factory Styles/Alpen Rock.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Easy Pop 1.mid"",""Factory Styles/Funky Ballad.mid"",""Factory Styles/Groove Funk.mid"",""Factory Styles/Real 8 Beat.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/Schlager 1.mid""]"
PERFORMANCE,ACC3,Break,b079cd60f97a92cc,8,8,"[""Factory Styles/Caribbean.mid"",""Factory Styles/Club House.mid"",""Factory Styles/Guitar Pop.mid"",""Factory Styles/Operetta.mid"",""Factory Styles/Pop 12_8.mid"",""Factory Styles/Pop Funk 1.mid"",""Factory Styles/Rock Ballad 2.mid"",""Factory Styles/Samba Medley.mid""]"
RHYTHM,DRUM,Variation 2,56fc38eac7c10cbd,21,7,"[""Factory Styles/60's Dance.mid"",""Factory Styles/Country Beat 2.mid"",""Factory Styles/Country Pop.mid"",""Factory Styles/Moonlight Ballad.mid"",""Factory Styles/Oriental Ballad.mid"",""Factory Styles/Party Polka.mid"",""Factory Styles/Pop Ballad.mid""]"
RHYTHM,ACC3,Variation 4,c19637d579edc933,12,7,"[""Factory Styles/Bavarian Pop.mid"",""Factory Styles/Blue Ballad.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/Samba Medley.mid"",""Factory Styles/SchlagerShuffle2.mid"",""Factory Styles/Talkin' Jazz.mid""]"
RHYTHM,DRUM,Variation 1,1b44db378d271dbf,12,7,"[""Factory Styles/Country Strum.mid"",""Factory Styles/Groove It Up.mid"",""Factory Styles/Love Disco.mid"",""Factory Styles/Philly Disco.mid"",""Factory Styles/Pop Funk.mid"",""Factory Styles/Soft 16 Beat.mid"",""Factory Styles/Standard 16 Beat.mid""]"
RHYTHM,PERC,Variation 3,93b5c2399bacfb08,11,7,"[""Factory Styles/8 Beat Analog 1.mid"",""Factory Styles/8 Beat Analog 2.mid"",""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Country 16 Beat.mid"",""Factory Styles/Country 8 Beat.mid"",""Factory Styles/Fox Schlager.mid"",""Factory Styles/German Polka.mid""]"
RHYTHM,ACC3,Variation 4,1e7588a7117d1611,11,7,"[""Factory Styles/Classic Beat.mid"",""Factory Styles/Classic Funk.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Modern Ballad.mid"",""Factory Styles/Organ Ballad.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Soft 8 Beat.mid""]"
RHYTHM,DRUM,Variation 2,1b44db378d271dbf,10,7,"[""Factory Styles/80's Dance.mid"",""Factory Styles/Country Strum.mid"",""Factory Styles/Groove It Up.mid"",""Factory Styles/Love Disco.mid"",""Factory Styles/Philly Disco.mid"",""Factory Styles/Pop Funk.mid"",""Factory Styles/Standard 16 Beat.mid""]"
RHYTHM,ACC4,Variation 3,c19637d579edc933,10,7,"[""Factory Styles/Alpen Rock.mid"",""Factory Styles/Analog Ballad 1.mid"",""Factory Styles/Schlager 3.mid"",""Factory Styles/Schlager 4.mid"",""Factory Styles/Schlager Rhumba.mid"",""Factory Styles/SchlagerShuffle1.mid"",""Factory Styles/UnpluggedBallad3.mid""]"
RHYTHM,BASS,Fill 1,ea026ee5c50d7a3c,10,7,"[""Factory Styles/Argentina Tango.mid"",""Factory Styles/Bigger Band.mid"",""Factory Styles/ClassicSchlager3.mid"",""Factory Styles/Country Beat 2.mid"",""Factory Styles/Fast Big Band 1.mid"",""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
RHYTHM,DRUM,Variation 4,295ab2fd02be5343,10,7,"[""Factory Styles/Bavarian Pop.mid"",""Factory Styles/Caribbean.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/Party Mix.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/Schlager 4.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
RHYTHM,ACC3,Variation 3,c19637d579edc933,10,7,"[""Factory Styles/Bavarian Pop.mid"",""Factory Styles/Blue Ballad.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/SchlagerShuffle2.mid""]"
RHYTHM,BASS,Fill 2,09100d6f59630a82,10,7,"[""Factory Styles/Country 16 Beat.mid"",""Factory Styles/Country 8 Beat.mid"",""Factory Styles/Country Beat 1.mid"",""Factory Styles/Country Pop.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Schlager 1.mid"",""Factory Styles/Schlager Rhumba.mid""]"
RHYTHM,ACC3,Break,6696778b003652da,10,7,"[""Factory Styles/French Waltz.mid"",""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/German Waltz 3.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Slow Waltz 2.mid"",""Factory Styles/Unplugged 3_4.mid""]"
RHYTHM,ACC3,Intro 2,c19637d579edc933,9,7,"[""Factory Styles/Color Ballad.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/Samba Medley.mid"",""Factory Styles/Soft Ballad.mid""]"
PERFORMANCE,ACC5,Variation 4,827cbe89d728ef3e,9,7,"[""Factory Styles/70's Disco 2.mid"",""Factory Styles/Easy Beat 2.mid"",""Factory Styles/Fast Pop.mid"",""Factory Styles/Modern Beat.mid"",""Factory Styles/Rhythm & Blues.mid"",""Factory Styles/Unplugged Latin.mid"",""Factory Styles/Waltz Ballad.mid""]"
RHYTHM,BASS,Fill 1,6a8c4430fcf8b414,8,7,"[""Factory Styles/Analog Ballad 2.mid"",""Factory Styles/Country Ballad 2.mid"",""Factory Styles/Country Boogie.mid"",""Factory Styles/Groove.mid"",""Factory Styles/Little Boy.mid"",""Factory Styles/Modern Latin.mid"",""Factory Styles/Unplugged Swing.mid""]"
PERFORMANCE,ACC3,Break,cab2fb13ea1ad71d,8,7,"[""Factory Styles/50's  Fox.mid"",""Factory Styles/Country Pop.mid"",""Factory Styles/Foxtrot 2.mid"",""Factory Styles/Pop Ballad.mid"",""Factory Styles/Schlager 4.mid"",""Factory Styles/Slow Waltz 2.mid"",""Factory Styles/Tap Dance.mid""]"
PERFORMANCE,ACC5,Break,fcc64df40ac60bc6,8,7,"[""Factory Styles/Country Schlager.mid"",""Factory Styles/Dance Mix.mid"",""Factory Styles/Elektro Funk.mid"",""Factory Styles/English Tango.mid"",""Factory Styles/Folk Ballad 2.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Schlager Rhumba.mid""]"
RHYTHM,ACC4,Ending 3,fbe5603d7d9ffd97,7,7,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Classic Beat.mid"",""Factory Styles/Kool Funk.mid"",""Factory Styles/Pop Chart 2.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Schlager 4.mid"",""Factory Styles/Unplugged Gtr 2.mid""]"
RHYTHM,BASS,Break,ce92af26d11aa780,7,7,"[""Factory Styles/8 Beat Analog 2.mid"",""Factory Styles/Folk Ballad 1.mid"",""Factory Styles/Gospel Shuffle.mid"",""Factory Styles/Kool Beat.mid"",""Factory Styles/Modern Gospel 1.mid"",""Factory Styles/Movie Ballad.mid"",""Factory Styles/Standard 16 Beat.mid""]"
RHYTHM,ACC2,Ending 3,cba2fdf5c5772adc,7,7,"[""Factory Styles/8 Beat Analog 2.mid"",""Factory Styles/Club House.mid"",""Factory Styles/Groove Funk.mid"",""Factory Styles/Guitar Ballad.mid"",""Factory Styles/Pop Groove.mid"",""Factory Styles/UnpluggedBallad1.mid"",""Factory Styles/Western Movie.mid""]"
RHYTHM,ACC5,Intro 2,c19637d579edc933,7,7,"[""Factory Styles/Argentina Tango.mid"",""Factory Styles/Easy Pop 1.mid"",""Factory Styles/Pop Chart 2.mid"",""Factory Styles/Pop Hit Ballad.mid"",""Factory Styles/Schlager Rhumba.mid"",""Factory Styles/Slow & Jazzy.mid"",""Factory Styles/Wave Jazz.mid""]"
RHYTHM,ACC4,Intro 2,c19637d579edc933,7,7,"[""Factory Styles/Black Funk.mid"",""Factory Styles/Easy Pop 1.mid"",""Factory Styles/Pop 12_8.mid"",""Factory Styles/Schlager Rhumba.mid"",""Factory Styles/SchlagerShuffle1.mid"",""Factory Styles/Slow HipHop.mid"",""Factory Styles/Unplugged Gtr 2.mid""]"
RHYTHM,DRUM,Fill 1,d3d30fc769025b35,7,7,"[""Factory Styles/Classic Beat.mid"",""Factory Styles/Love Disco.mid"",""Factory Styles/Pop Funk.mid"",""Factory Styles/Pop Hit Ballad.mid"",""Factory Styles/Slow & Jazzy.mid"",""Factory Styles/Soft 16 Beat.mid"",""Factory Styles/UnpluggedBallad3.mid""]"
RHYTHM,ACC3,Ending 3,cba2fdf5c5772adc,7,7,"[""Factory Styles/Club House.mid"",""Factory Styles/Easy Pop 1.mid"",""Factory Styles/Easy Pop 2.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Miami Disco.mid"",""Factory Styles/Modern Ballad.mid"",""Factory Styles/Smooth Jazz.mid""]"
PERFORMANCE,ACC2,Break,91cbcfd0604660a0,7,7,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Fox Schlager.mid"",""Factory Styles/German Polka.mid"",""Factory Styles/Italian Polka 3.mid"",""Factory Styles/Meditando.mid"",""Factory Styles/Party Mix.mid"",""Factory Styles/Schlager Rhumba.mid""]"
PERFORMANCE,ACC5,Break,cf40a5513b7006af,7,7,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Easy Pop 1.mid"",""Factory Styles/Pop Chart 2.mid"",""Factory Styles/Pop Hit Ballad.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/SchlagerShuffle1.mid"",""Factory Styles/UnpluggedBallad2.mid""]"
PERFORMANCE,ACC4,Fill 2,fcc64df40ac60bc6,7,7,"[""Factory Styles/Black Funk.mid"",""Factory Styles/Groove Ballad.mid"",""Factory Styles/Groove Funk.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Party Mix.mid"",""Factory Styles/Schlager Rhumba.mid"",""Factory Styles/Unplugged Gtr 2.mid""]"
RHYTHM,BASS,Variation 2,4b12f5a377bdecba,14,6,"[""Factory Styles/Big Band 40's.mid"",""Factory Styles/Bluegrass.mid"",""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid"",""Factory Styles/Jive.mid"",""Factory Styles/Pop Shuffle 2.mid""]"
RHYTHM,BASS,Variation 2,acca32a745253201,13,6,"[""Factory Styles/French Waltz.mid"",""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Italian Mazurka2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Vienna Waltz.mid""]"
RHYTHM,PERC,Variation 4,93b5c2399bacfb08,11,6,"[""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Country 16 Beat.mid"",""Factory Styles/Country 8 Beat.mid"",""Factory Styles/Fox Schlager.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,BASS,Variation 1,d28cfcf57f4956da,11,6,"[""Factory Styles/Country 8 Beat.mid"",""Factory Styles/Country Ballad 2.mid"",""Factory Styles/Country Boogie.mid"",""Factory Styles/Country QuikStep.mid"",""Factory Styles/Italian Fox.mid"",""Factory Styles/Unplugged Swing.mid""]"
RHYTHM,BASS,Fill 1,eff7f5b5b7138bb4,11,6,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Italian Waltz.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid"",""Factory Styles/Unplugged 3_4.mid""]"
RHYTHM,ACC1,Variation 2,e5882406e029f464,10,6,"[""Factory Styles/British Pop.mid"",""Factory Styles/Classic Beat.mid"",""Factory Styles/Jazzy PopFunk.mid"",""Factory Styles/Kool Funk.mid"",""Factory Styles/Smooth Jazz.mid"",""Factory Styles/Unplugged 16 Bt.mid""]"
RHYTHM,PERC,Variation 1,93b5c2399bacfb08,10,6,"[""Factory Styles/Dance Motown.mid"",""Factory Styles/Fox Schlager.mid"",""Factory Styles/Movie Ballad.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Schlager 1.mid"",""Factory Styles/Unplugged 8 Bt.mid""]"
RHYTHM,BASS,Variation 3,acca32a745253201,10,6,"[""Factory Styles/French Waltz.mid"",""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Italian Waltz.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Vienna Waltz.mid""]"
RHYTHM,ACC1,Variation 1,e5882406e029f464,9,6,"[""Factory Styles/80's Dance.mid"",""Factory Styles/British Pop.mid"",""Factory Styles/Funky Disco.mid"",""Factory Styles/Jazzy PopFunk.mid"",""Factory Styles/Kool Funk.mid"",""Factory Styles/Smooth Jazz.mid""]"
RHYTHM,ACC5,Ending 2,cba2fdf5c5772adc,9,6,"[""Factory Styles/Country Ballad 1.mid"",""Factory Styles/Country Ballad 2.mid"",""Factory Styles/Irish Fox.mid"",""Factory Styles/Kool Beat.mid"",""Factory Styles/Philly Disco.mid"",""Factory Styles/Slow & Jazzy.mid""]"
RHYTHM,DRUM,Fill 1,c182967dce2a507b,9,6,"[""Factory Styles/Country Schlager.mid"",""Factory Styles/Dance Schlager.mid"",""Factory Styles/Medium Schlager.mid"",""Factory Styles/Modern Country.mid"",""Factory Styles/Standard 8 Beat.mid"",""Factory Styles/Unplugged Gtr 3.mid""]"
RHYTHM,PERC,Variation 4,12b2b3e22c35d031,8,6,"[""Factory Styles/Analog Beat 2.mid"",""Factory Styles/Caribbean.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/Organ Evergreens.mid"",""Factory Styles/Party Mix.mid"",""Factory Styles/UnpluggedBallad3.mid""]"
RHYTHM,ACC4,Ending 2,1e7588a7117d1611,8,6,"[""Factory Styles/Analog Beat 2.mid"",""Factory Styles/Easy Listening.mid"",""Factory Styles/Funky Sisters.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Medium BigBand1.mid"",""Factory Styles/Slow Band.mid""]"
RHYTHM,ACC4,Fill 1,6a8c4430fcf8b414,8,6,"[""Factory Styles/Classic Beat.mid"",""Factory Styles/Medium BigBand1.mid"",""Factory Styles/Movie Swing.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Slow Fox.mid"",""Factory Styles/Soft 16 Beat.mid""]"
RHYTHM,BASS,Break,eff7f5b5b7138bb4,8,6,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/German Waltz 3.mid"",""Factory Styles/Italian Mazurka2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,ACC3,Break,02a1f226febef658,8,6,"[""Factory Styles/80's Dance.mid"",""Factory Styles/Blues Ballad.mid"",""Factory Styles/Elektro Funk.mid"",""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid"",""Factory Styles/Soul.mid""]"
PERFORMANCE,ACC4,Ending 2,91cbcfd0604660a0,8,6,"[""Factory Styles/Analog Beat 2.mid"",""Factory Styles/Easy Listening.mid"",""Factory Styles/Funky Sisters.mid"",""Factory Styles/Pop Ballad.mid"",""Factory Styles/Real 16 Beat.mid"",""Factory Styles/Real 8 Beat.mid""]"
RHYTHM,PERC,Variation 2,1b44db378d271dbf,7,6,"[""Factory Styles/80's Dance.mid"",""Factory Styles/Elektrik Funk.mid"",""Factory Styles/Funky Ballad.mid"",""Factory Styles/Groove Ballad.mid"",""Factory Styles/Love Disco.mid"",""Factory Styles/Miami Disco.mid""]"
RHYTHM,PERC,Ending 3,7b037141a698f958,7,6,"[""Factory Styles/80's Dance.mid"",""Factory Styles/Barry Dance.mid"",""Factory Styles/Dance Motown.mid"",""Factory Styles/Funky Ballad.mid"",""Factory Styles/Love Disco.mid"",""Factory Styles/Modern Gospel 1.mid""]"
RHYTHM,ACC3,Variation 1,c19637d579edc933,7,6,"[""Factory Styles/Country Schlager.mid"",""Factory Styles/Folk Beat.mid"",""Factory Styles/Medium Schlager.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/SchlagerShuffle2.mid""]"
RHYTHM,PERC,Variation 1,1b44db378d271dbf,7,6,"[""Factory Styles/Easy Pop 1.mid"",""Factory Styles/Elektrik Funk.mid"",""Factory Styles/Funky Ballad.mid"",""Factory Styles/Groove Ballad.mid"",""Factory Styles/Love Disco.mid"",""Factory Styles/Miami Disco.mid""]"
PERFORMANCE,ACC5,Break,02a1f226febef658,7,6,"[""Factory Styles/8 Beat Analog 1.mid"",""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid"",""Factory Styles/Samba Medley.mid"",""Factory Styles/Soul.mid"",""Factory Styles/Twist.mid""]"
PERFORMANCE,ACC1,Fill 2,cab2fb13ea1ad71d,7,6,"[""Factory Styles/Black Funk.mid"",""Factory Styles/ClassicSchlager1.mid"",""Factory Styles/French Waltz.mid"",""Factory Styles/Funky Ballad.mid"",""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,ACC3,Break,821e4a1733acac33,7,6,"[""Factory Styles/Blues.mid"",""Factory Styles/ClassicSchlager1.mid"",""Factory Styles/ClassicSchlager2.mid"",""Factory Styles/Pop 6_8.mid"",""Factory Styles/Quick Step 2.mid"",""Factory Styles/Techno.mid""]"
RHYTHM,DRUM,Intro 3,3d62feecbf995ea6,6,6,"[""Factory Styles/60's Dance.mid"",""Factory Styles/70's Disco 2.mid"",""Factory Styles/Easy Pop 1.mid"",""Factory Styles/Half Beat.mid"",""Factory Styles/Soca Dance.mid"",""Factory Styles/Soft Ballad.mid""]"
RHYTHM,BASS,Ending 3,f0724601c13dbba4,6,6,"[""Factory Styles/80's Dance.mid"",""Factory Styles/Country Beat 2.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/Medium Schlager.mid"",""Factory Styles/Slow Fox.mid"",""Factory Styles/Unplugged Swing.mid""]"
RHYTHM,BASS,Variation 1,9f635c71e82e80df,6,6,"[""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Alpen Ballade.mid"",""Factory Styles/Orchestral Tango.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/SchlagerShuffle1.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
